adm4_pcode,date,adm1_en,adm2_en,adm3_pcode,adm3_en,adm4_en,brgy_total_area,pr_monthly_total_mm,tave_monthly_mean_c,tmin_monthly_mean_c,tmax_monthly_mean_c,heat_index_monthly_mean_c,heat_index_monthly_max_c,rh_monthly_mean_pct,wind_speed_monthly_mean,solar_rad_monthly_mean,dengue_cases,dengue_deaths,google_bldgs_count,google_bldgs_density,google_bldgs_pct_built_up_area,google_bldgs_area_mean,pop_count_total,pop_density_mean,pr_total_mm_lag_1m,heat_index_mean_lag_1m,tave_mean_lag_1m,pr_total_mm_lag_2m,heat_index_mean_lag_2m,tave_mean_lag_2m,pr_total_mm_lag_3m,heat_index_mean_lag_3m,tave_mean_lag_3m,pr_rolling_3m_avg,brgy_p75_threshold,is_outbreak
PH104305004,2006-04-01,Region X,Misamis Oriental,PH104305000,Cagayan de Oro City,Balubal,15.945,77.56,25.903000000000002,22.275333333333332,29.67,27.964666666666666,29.61,81.80233333333334,0.21566666666666665,259.1756666666667,0,0,2609.0,0.0001629632020139,0.8712346719934091,53.46204917592947,2608.9248046875,184.3950837787829,158.35000000000002,27.34,25.50741935483871,69.28999999999999,26.869285714285716,25.285357142857144,120.18,26.379032258064516,24.943548387096776,101.7333333333333,5.0,0
PH104305004,2006-05-01,Region X,Misamis Oriental,PH104305000,Cagayan de Oro City,Balubal,15.945,133.6,25.787419354838708,22.69161290322581,29.285806451612903,28.061935483870965,29.27,85.20451612903226,0.28483870967741937,228.90548387096774,0,0,2609.0,0.0001629632020139,0.8712346719934091,53.46204917592947,2608.9248046875,184.3950837787829,77.56,27.964666666666666,25.903000000000002,158.35000000000002,27.34,25.50741935483871,69.28999999999999,26.869285714285716,25.285357142857144,123.17,5.0,0
PH104305004,2006-06-01,Region X,Misamis Oriental,PH104305000,Cagayan de Oro City,Balubal,15.945,356.3,25.397333333333332,22.679,28.309,27.316333333333333,28.83,86.44833333333332,0.30533333333333335,204.69799999999998,0,0,2609.0,0.0001629632020139,0.8712346719934091,53.46204917592947,2608.9248046875,184.3950837787829,133.6,28.061935483870965,25.787419354838708,77.56,27.964666666666666,25.903000000000002,158.35000000000002,27.34,25.50741935483871,189.1533333333333,5.0,0
PH104305004,2006-07-01,Region X,Misamis Oriental,PH104305000,Cagayan de Oro City,Balubal,15.945,285.40999999999997,25.64,22.925483870967742,28.59032258064516,27.240322580645163,28.83,79.18870967741935,0.5222580645161291,224.0732258064516,0,0,2609.0,0.0001629632020139,0.8712346719934091,53.46204917592947,2608.9248046875,184.3950837787829,356.3,27.316333333333333,25.397333333333332,133.6,28.061935483870965,25.787419354838708,77.56,27.964666666666666,25.903000000000002,258.43666666666667,5.0,0
PH104305004,2006-08-01,Region X,Misamis Oriental,PH104305000,Cagayan de Oro City,Balubal,15.945,248.72,25.661935483870966,22.87483870967742,28.851290322580645,27.205161290322582,28.3,79.47774193548386,0.6293548387096775,227.79870967741937,0,0,2609.0,0.0001629632020139,0.8712346719934091,53.46204917592947,2608.9248046875,184.3950837787829,285.40999999999997,27.240322580645163,25.64,356.3,27.316333333333333,25.397333333333332,133.6,28.061935483870965,25.787419354838708,296.80999999999995,5.0,0
PH104305004,2006-09-01,Region X,Misamis Oriental,PH104305000,Cagayan de Oro City,Balubal,15.945,185.15,25.319666666666667,22.562333333333335,28.433,26.926333333333332,28.33,82.58366666666667,0.47333333333333333,210.88933333333335,0,0,2609.0,0.0001629632020139,0.8712346719934091,53.46204917592947,2608.9248046875,184.3950837787829,248.72,27.205161290322582,25.661935483870966,285.40999999999997,27.240322580645163,25.64,356.3,27.316333333333333,25.397333333333332,239.76,5.0,0
PH104305004,2006-10-01,Region X,Misamis Oriental,PH104305000,Cagayan de Oro City,Balubal,15.945,287.19,25.129354838709677,22.68903225806452,28.004516129032258,26.741290322580646,28.79,85.3167741935484,0.7338709677419355,210.1448387096774,0,0,2609.0,0.0001629632020139,0.8712346719934091,53.46204917592947,2608.9248046875,184.3950837787829,185.15,26.926333333333332,25.319666666666667,248.72,27.205161290322582,25.661935483870966,285.40999999999997,27.240322580645163,25.64,240.35333333333332,5.0,0
PH104305004,2006-11-01,Region X,Misamis Oriental,PH104305000,Cagayan de Oro City,Balubal,15.945,98.68,25.426666666666666,22.183,29.031,27.16166666666667,28.25,82.81233333333333,0.3223333333333333,224.462,0,0,2609.0,0.0001629632020139,0.8712346719934091,53.46204917592947,2608.9248046875,184.3950837787829,287.19,26.741290322580646,25.129354838709677,185.15,26.926333333333332,25.319666666666667,248.72,27.205161290322582,25.661935483870966,190.34,5.0,0
PH104305004,2006-12-01,Region X,Misamis Oriental,PH104305000,Cagayan de Oro City,Balubal,15.945,134.76,25.322580645161292,22.207741935483874,28.836451612903225,27.11935483870968,28.52,84.79806451612903,0.3419354838709677,204.43935483870968,0,0,2609.0,0.0001629632020139,0.8712346719934091,53.46204917592947,2608.9248046875,184.3950837787829,98.68,27.16166666666667,25.426666666666666,287.19,26.741290322580646,25.129354838709677,185.15,26.926333333333332,25.319666666666667,173.5433333333333,5.0,0
PH104305004,2007-01-01,Region X,Misamis Oriental,PH104305000,Cagayan de Oro City,Balubal,15.945,168.29,24.970645161290324,22.524838709677418,27.87516129032258,26.403548387096773,28.02,84.76290322580645,0.5870967741935483,166.59129032258065,0,0,2609.0,0.0001629632020139,0.8712346719934091,53.46204917592947,2608.9248046875,184.3950837787829,134.76,27.11935483870968,25.322580645161292,98.68,27.16166666666667,25.426666666666666,287.19,26.741290322580646,25.129354838709677,133.90999999999997,5.0,0
PH104305004,2007-02-01,Region X,Misamis Oriental,PH104305000,Cagayan de Oro City,Balubal,15.945,62.019999999999996,24.99607142857143,22.041785714285712,28.395357142857144,26.527142857142856,28.13,84.33857142857143,0.5482142857142857,203.3685714285714,0,0,2609.0,0.0001629632020139,0.8712346719934091,53.46204917592947,2608.9248046875,184.3950837787829,168.29,26.403548387096773,24.970645161290324,134.76,27.11935483870968,25.322580645161292,98.68,27.16166666666667,25.426666666666666,121.68999999999998,5.0,0
PH104305004,2007-03-01,Region X,Misamis Oriental,PH104305000,Cagayan de Oro City,Balubal,15.945,75.28999999999999,25.40967741935484,21.880967741935482,29.254516129032258,27.03774193548387,29.16,81.45451612903226,0.3419354838709677,254.60967741935482,0,0,2609.0,0.0001629632020139,0.8712346719934091,53.46204917592947,2608.9248046875,184.3950837787829,62.019999999999996,26.527142857142856,24.99607142857143,168.29,26.403548387096773,24.970645161290324,134.76,27.11935483870968,25.322580645161292,101.86666666666663,5.0,0
PH104305004,2007-04-01,Region X,Misamis Oriental,PH104305000,Cagayan de Oro City,Balubal,15.945,64.62,26.078333333333333,22.692333333333334,29.795333333333335,28.32133333333333,30.08,82.16000000000001,0.286,261.3276666666667,0,0,2609.0,0.0001629632020139,0.8712346719934091,53.46204917592947,2608.9248046875,184.3950837787829,75.28999999999999,27.03774193548387,25.40967741935484,62.019999999999996,26.527142857142856,24.99607142857143,168.29,26.403548387096773,24.970645161290324,67.30999999999999,5.0,0
PH104305004,2007-05-01,Region X,Misamis Oriental,PH104305000,Cagayan de Oro City,Balubal,15.945,205.58,26.01516129032258,22.986129032258066,29.33516129032258,28.24225806451613,29.06,83.13548387096773,0.29129032258064513,238.83322580645162,0,0,2609.0,0.0001629632020139,0.8712346719934091,53.46204917592947,2608.9248046875,184.3950837787829,64.62,28.32133333333333,26.078333333333333,75.28999999999999,27.03774193548387,25.40967741935484,62.019999999999996,26.527142857142856,24.99607142857143,115.16333333333331,5.0,0
PH104305004,2007-06-01,Region X,Misamis Oriental,PH104305000,Cagayan de Oro City,Balubal,15.945,371.13,25.87066666666667,22.936333333333334,29.212,28.118666666666666,29.31,85.89866666666667,0.2986666666666667,214.64833333333334,0,0,2609.0,0.0001629632020139,0.8712346719934091,53.46204917592947,2608.9248046875,184.3950837787829,205.58,28.24225806451613,26.01516129032258,64.62,28.32133333333333,26.078333333333333,75.28999999999999,27.03774193548387,25.40967741935484,213.77666666666664,5.0,0
PH104305004,2007-07-01,Region X,Misamis Oriental,PH104305000,Cagayan de Oro City,Balubal,15.945,344.99,25.491935483870968,22.740000000000002,28.79,27.235806451612905,29.07,82.82290322580646,0.48129032258064514,221.46483870967742,0,0,2609.0,0.0001629632020139,0.8712346719934091,53.46204917592947,2608.9248046875,184.3950837787829,371.13,28.118666666666666,25.87066666666667,205.58,28.24225806451613,26.01516129032258,64.62,28.32133333333333,26.078333333333333,307.2333333333333,5.0,0
PH104305004,2007-08-01,Region X,Misamis Oriental,PH104305000,Cagayan de Oro City,Balubal,15.945,327.32,25.38806451612903,22.55354838709677,28.497741935483873,26.93516129032258,28.3,81.34258064516129,0.3664516129032258,217.7132258064516,0,0,2609.0,0.0001629632020139,0.8712346719934091,53.46204917592947,2608.9248046875,184.3950837787829,344.99,27.235806451612905,25.491935483870968,371.13,28.118666666666666,25.87066666666667,205.58,28.24225806451613,26.01516129032258,347.8133333333333,5.0,0
PH104305004,2007-09-01,Region X,Misamis Oriental,PH104305000,Cagayan de Oro City,Balubal,15.945,236.01,25.465,22.827333333333335,28.349333333333334,27.109333333333332,28.51,82.07133333333333,0.43833333333333335,201.425,0,0,2609.0,0.0001629632020139,0.8712346719934091,53.46204917592947,2608.9248046875,184.3950837787829,327.32,26.93516129032258,25.38806451612903,344.99,27.235806451612905,25.491935483870968,371.13,28.118666666666666,25.87066666666667,302.7733333333333,5.0,0
PH104305004,2007-10-01,Region X,Misamis Oriental,PH104305000,Cagayan de Oro City,Balubal,15.945,336.95,25.388709677419353,22.631612903225808,28.488064516129032,27.14516129032258,28.71,83.76967741935485,0.36258064516129035,208.2783870967742,0,0,2609.0,0.0001629632020139,0.8712346719934091,53.46204917592947,2608.9248046875,184.3950837787829,236.01,27.109333333333332,25.465,327.32,26.93516129032258,25.38806451612903,344.99,27.235806451612905,25.491935483870968,300.0933333333333,5.0,0
PH104305004,2007-11-01,Region X,Misamis Oriental,PH104305000,Cagayan de Oro City,Balubal,15.945,233.31,24.837,22.388666666666666,27.738666666666667,26.293999999999997,27.63,85.13333333333334,0.5386666666666666,177.97133333333335,0,0,2609.0,0.0001629632020139,0.8712346719934091,53.46204917592947,2608.9248046875,184.3950837787829,336.95,27.14516129032258,25.388709677419353,236.01,27.109333333333332,25.465,327.32,26.93516129032258,25.38806451612903,268.75666666666666,5.0,0
PH104305004,2007-12-01,Region X,Misamis Oriental,PH104305000,Cagayan de Oro City,Balubal,15.945,170.37,25.475806451612904,22.64516129032258,28.76225806451613,27.291290322580643,28.86,84.16387096774193,0.5164516129032258,188.47645161290322,0,0,2609.0,0.0001629632020139,0.8712346719934091,53.46204917592947,2608.9248046875,184.3950837787829,233.31,26.293999999999997,24.837,336.95,27.14516129032258,25.388709677419353,236.01,27.109333333333332,25.465,246.87666666666664,5.0,0
PH104305004,2008-01-01,Region X,Misamis Oriental,PH104305000,Cagayan de Oro City,Balubal,15.945,175.94,25.074516129032258,22.38,28.346451612903227,26.49741935483871,27.83,83.33612903225807,0.6667741935483872,190.2064516129032,0,0,2609.0,0.0001629632020139,0.8712346719934091,53.46204917592947,2608.9248046875,184.3950837787829,170.37,27.291290322580643,25.475806451612904,233.31,26.293999999999997,24.837,336.95,27.14516129032258,25.388709677419353,193.20666666666662,5.0,0
PH104305004,2008-02-01,Region X,Misamis Oriental,PH104305000,Cagayan de Oro City,Balubal,15.945,169.64,24.696206896551725,21.920689655172417,27.994137931034484,26.02896551724138,27.51,84.93206896551725,0.43241379310344824,192.4586206896552,0,0,2609.0,0.0001629632020139,0.8712346719934091,53.46204917592947,2608.9248046875,184.3950837787829,175.94,26.49741935483871,25.074516129032258,170.37,27.291290322580643,25.475806451612904,233.31,26.293999999999997,24.837,171.98333333333332,5.0,0
PH104305004,2008-03-01,Region X,Misamis Oriental,PH104305000,Cagayan de Oro City,Balubal,15.945,203.23,25.37451612903226,22.261935483870968,29.003548387096775,27.063870967741938,28.56,83.23483870967742,0.3229032258064516,234.57096774193548,0,0,2609.0,0.0001629632020139,0.8712346719934091,53.46204917592947,2608.9248046875,184.3950837787829,169.64,26.02896551724138,24.696206896551725,175.94,26.49741935483871,25.074516129032258,170.37,27.291290322580643,25.475806451612904,182.93666666666664,5.0,0
PH104305004,2008-04-01,Region X,Misamis Oriental,PH104305000,Cagayan de Oro City,Balubal,15.945,137.45,25.697666666666667,22.517333333333333,29.253333333333334,27.599,29.47,83.279,0.22466666666666668,241.54666666666665,0,0,2609.0,0.0001629632020139,0.8712346719934091,53.46204917592947,2608.9248046875,184.3950837787829,203.23,27.063870967741938,25.37451612903226,169.64,26.02896551724138,24.696206896551725,175.94,26.49741935483871,25.074516129032258,170.10666666666665,5.0,0
PH104305004,2008-05-01,Region X,Misamis Oriental,PH104305000,Cagayan de Oro City,Balubal,15.945,239.69,25.64,22.818387096774195,28.663225806451614,27.36225806451613,28.73,80.84483870967742,0.4687096774193549,217.72645161290325,0,0,2609.0,0.0001629632020139,0.8712346719934091,53.46204917592947,2608.9248046875,184.3950837787829,137.45,27.599,25.697666666666667,203.23,27.063870967741938,25.37451612903226,169.64,26.02896551724138,24.696206896551725,193.45666666666662,5.0,0
PH104305004,2008-06-01,Region X,Misamis Oriental,PH104305000,Cagayan de Oro City,Balubal,15.945,395.14,25.427333333333333,22.613666666666667,28.581333333333337,27.209333333333333,29.04,83.79066666666667,0.3813333333333333,216.236,0,0,2609.0,0.0001629632020139,0.8712346719934091,53.46204917592947,2608.9248046875,184.3950837787829,239.69,27.36225806451613,25.64,137.45,27.599,25.697666666666667,203.23,27.063870967741938,25.37451612903226,257.4266666666666,5.0,0
PH104305004,2008-07-01,Region X,Misamis Oriental,PH104305000,Cagayan de Oro City,Balubal,15.945,333.12,25.325806451612905,22.434838709677418,28.503225806451614,27.051290322580645,28.44,83.9674193548387,0.3351612903225807,216.82612903225805,0,0,2609.0,0.0001629632020139,0.8712346719934091,53.46204917592947,2608.9248046875,184.3950837787829,395.14,27.209333333333333,25.427333333333333,239.69,27.36225806451613,25.64,137.45,27.599,25.697666666666667,322.65,5.0,0
PH104305004,2008-08-01,Region X,Misamis Oriental,PH104305000,Cagayan de Oro City,Balubal,15.945,316.15,25.258709677419354,22.231612903225805,28.565483870967743,26.772903225806452,28.31,81.47870967741936,0.34451612903225803,235.89193548387095,0,0,2609.0,0.0001629632020139,0.8712346719934091,53.46204917592947,2608.9248046875,184.3950837787829,333.12,27.051290322580645,25.325806451612905,395.14,27.209333333333333,25.427333333333333,239.69,27.36225806451613,25.64,348.1366666666666,5.0,0
PH104305004,2008-09-01,Region X,Misamis Oriental,PH104305000,Cagayan de Oro City,Balubal,15.945,317.34,25.341666666666665,22.561666666666667,28.52,26.799666666666667,28.65,79.71566666666666,0.5616666666666668,215.25766666666667,0,0,2609.0,0.0001629632020139,0.8712346719934091,53.46204917592947,2608.9248046875,184.3950837787829,316.15,26.772903225806452,25.258709677419354,333.12,27.051290322580645,25.325806451612905,395.14,27.209333333333333,25.427333333333333,322.2033333333333,5.0,0
PH104305004,2008-10-01,Region X,Misamis Oriental,PH104305000,Cagayan de Oro City,Balubal,15.945,278.88,25.45225806451613,22.523870967741935,28.74483870967742,27.393225806451614,28.86,85.08838709677418,0.2658064516129032,209.39935483870968,0,0,2609.0,0.0001629632020139,0.8712346719934091,53.46204917592947,2608.9248046875,184.3950837787829,317.34,26.799666666666667,25.341666666666665,316.15,26.772903225806452,25.258709677419354,333.12,27.051290322580645,25.325806451612905,304.1233333333333,5.0,0
PH104305004,2008-11-01,Region X,Misamis Oriental,PH104305000,Cagayan de Oro City,Balubal,15.945,180.05,25.584999999999997,22.785666666666668,29.014333333333333,27.55233333333333,28.71,84.84566666666666,0.323,196.84766666666667,0,0,2609.0,0.0001629632020139,0.8712346719934091,53.46204917592947,2608.9248046875,184.3950837787829,278.88,27.393225806451614,25.45225806451613,317.34,26.799666666666667,25.341666666666665,316.15,26.772903225806452,25.258709677419354,258.7566666666666,5.0,0
PH104305004,2008-12-01,Region X,Misamis Oriental,PH104305000,Cagayan de Oro City,Balubal,15.945,225.23000000000002,25.13258064516129,22.495483870967742,28.32225806451613,26.84225806451613,28.33,86.20870967741935,0.4038709677419355,181.78,0,0,2609.0,0.0001629632020139,0.8712346719934091,53.46204917592947,2608.9248046875,184.3950837787829,180.05,27.55233333333333,25.584999999999997,278.88,27.393225806451614,25.45225806451613,317.34,26.799666666666667,25.341666666666665,228.05333333333328,5.0,0
PH104305004,2009-01-01,Region X,Misamis Oriental,PH104305000,Cagayan de Oro City,Balubal,15.945,286.04,24.73741935483871,22.567741935483873,27.373548387096776,26.276129032258062,28.22,88.63741935483871,0.6090322580645161,156.0793548387097,0,0,2609.0,0.0001629632020139,0.8712346719934091,53.46204917592947,2608.9248046875,184.3950837787829,225.23000000000002,26.84225806451613,25.13258064516129,180.05,27.55233333333333,25.584999999999997,278.88,27.393225806451614,25.45225806451613,230.43999999999997,5.0,0
PH104305004,2009-02-01,Region X,Misamis Oriental,PH104305000,Cagayan de Oro City,Balubal,15.945,201.65,25.051071428571426,22.531785714285714,28.1375,26.589285714285715,28.92,84.3325,0.5996428571428571,180.43464285714285,0,0,2609.0,0.0001629632020139,0.8712346719934091,53.46204917592947,2608.9248046875,184.3950837787829,286.04,26.276129032258062,24.73741935483871,225.23000000000002,26.84225806451613,25.13258064516129,180.05,27.55233333333333,25.584999999999997,237.64,5.0,0
PH104305004,2009-03-01,Region X,Misamis Oriental,PH104305000,Cagayan de Oro City,Balubal,15.945,136.12,25.523870967741935,22.241612903225807,29.259677419354837,27.365483870967743,28.77,82.94354838709677,0.2803225806451613,249.86806451612904,0,0,2609.0,0.0001629632020139,0.8712346719934091,53.46204917592947,2608.9248046875,184.3950837787829,201.65,26.589285714285715,25.051071428571426,286.04,26.276129032258062,24.73741935483871,225.23000000000002,26.84225806451613,25.13258064516129,207.93666666666664,5.0,0
PH104305004,2009-04-01,Region X,Misamis Oriental,PH104305000,Cagayan de Oro City,Balubal,15.945,138.31,26.147333333333332,23.249000000000002,29.477666666666668,28.259333333333334,29.98,81.64966666666668,0.44966666666666666,224.16199999999998,0,0,2609.0,0.0001629632020139,0.8712346719934091,53.46204917592947,2608.9248046875,184.3950837787829,136.12,27.365483870967743,25.523870967741935,201.65,26.589285714285715,25.051071428571426,286.04,26.276129032258062,24.73741935483871,158.6933333333333,5.0,0
PH104305004,2009-05-01,Region X,Misamis Oriental,PH104305000,Cagayan de Oro City,Balubal,15.945,270.61,26.082903225806454,23.095483870967744,29.477096774193548,28.230967741935483,29.63,82.28451612903227,0.3129032258064516,228.60645161290324,0,0,2609.0,0.0001629632020139,0.8712346719934091,53.46204917592947,2608.9248046875,184.3950837787829,138.31,28.259333333333334,26.147333333333332,136.12,27.365483870967743,25.523870967741935,201.65,26.589285714285715,25.051071428571426,181.67999999999998,5.0,0
PH104305004,2009-06-01,Region X,Misamis Oriental,PH104305000,Cagayan de Oro City,Balubal,15.945,372.19,25.721,22.738,29.034,27.375333333333334,29.45,78.006,0.48133333333333334,220.00633333333334,0,0,2609.0,0.0001629632020139,0.8712346719934091,53.46204917592947,2608.9248046875,184.3950837787829,270.61,28.230967741935483,26.082903225806454,138.31,28.259333333333334,26.147333333333332,136.12,27.365483870967743,25.523870967741935,260.36999999999995,5.0,0
PH104305004,2009-07-01,Region X,Misamis Oriental,PH104305000,Cagayan de Oro City,Balubal,15.945,433.82,25.338709677419356,22.831290322580646,28.28322580645161,26.92806451612903,28.23,82.27709677419355,0.6190322580645161,199.31709677419354,0,0,2609.0,0.0001629632020139,0.8712346719934091,53.46204917592947,2608.9248046875,184.3950837787829,372.19,27.375333333333334,25.721,270.61,28.230967741935483,26.082903225806454,138.31,28.259333333333334,26.147333333333332,358.8733333333333,5.0,0
PH104305004,2009-08-01,Region X,Misamis Oriental,PH104305000,Cagayan de Oro City,Balubal,15.945,208.01999999999998,26.010645161290324,23.050645161290323,29.33225806451613,27.85,29.03,78.00322580645161,0.6245161290322581,241.70032258064515,0,0,2609.0,0.0001629632020139,0.8712346719934091,53.46204917592947,2608.9248046875,184.3950837787829,433.82,26.92806451612903,25.338709677419356,372.19,27.375333333333334,25.721,270.61,28.230967741935483,26.082903225806454,338.00999999999993,5.0,0
PH104305004,2009-09-01,Region X,Misamis Oriental,PH104305000,Cagayan de Oro City,Balubal,15.945,217.51,25.793,23.22233333333333,29.005999999999997,27.451999999999998,29.14,78.29299999999999,0.768,222.28866666666667,0,0,2609.0,0.0001629632020139,0.8712346719934091,53.46204917592947,2608.9248046875,184.3950837787829,208.01999999999998,27.85,26.010645161290324,433.82,26.92806451612903,25.338709677419356,372.19,27.375333333333334,25.721,286.45,5.0,0
PH104305004,2009-10-01,Region X,Misamis Oriental,PH104305000,Cagayan de Oro City,Balubal,15.945,178.26,25.648709677419355,22.740322580645163,29.126774193548385,27.3341935483871,28.64,79.62612903225806,0.5103225806451613,223.17774193548388,0,0,2609.0,0.0001629632020139,0.8712346719934091,53.46204917592947,2608.9248046875,184.3950837787829,217.51,27.451999999999998,25.793,208.01999999999998,27.85,26.010645161290324,433.82,26.92806451612903,25.338709677419356,201.2633333333333,5.0,0
PH104305004,2009-11-01,Region X,Misamis Oriental,PH104305000,Cagayan de Oro City,Balubal,15.945,273.73,25.18933333333333,22.279999999999998,28.48033333333333,26.855,28.65,84.69333333333334,0.5226666666666666,184.91266666666667,0,0,2609.0,0.0001629632020139,0.8712346719934091,53.46204917592947,2608.9248046875,184.3950837787829,178.26,27.3341935483871,25.648709677419355,217.51,27.451999999999998,25.793,208.01999999999998,27.85,26.010645161290324,223.16666666666663,5.0,0
PH104305004,2009-12-01,Region X,Misamis Oriental,PH104305000,Cagayan de Oro City,Balubal,15.945,40.21,24.87548387096774,21.965483870967745,28.18064516129032,26.373548387096776,27.91,84.41354838709678,0.5932258064516129,201.73387096774192,0,0,2609.0,0.0001629632020139,0.8712346719934091,53.46204917592947,2608.9248046875,184.3950837787829,273.73,26.855,25.18933333333333,178.26,27.3341935483871,25.648709677419355,217.51,27.451999999999998,25.793,164.06666666666663,5.0,0
PH104305004,2010-01-01,Region X,Misamis Oriental,PH104305000,Cagayan de Oro City,Balubal,15.945,141.79,25.024193548387096,22.456129032258065,28.041612903225804,26.47774193548387,28.28,84.39870967741936,0.6993548387096774,182.71483870967742,0,0,2609.0,0.0001629632020139,0.8712346719934091,53.46204917592947,2608.9248046875,184.3950837787829,40.21,26.373548387096776,24.87548387096774,273.73,26.855,25.18933333333333,178.26,27.3341935483871,25.648709677419355,151.90999999999997,5.0,0
PH104305004,2010-02-01,Region X,Misamis Oriental,PH104305000,Cagayan de Oro City,Balubal,15.945,69.07,25.380357142857143,21.8825,29.136428571428574,26.855357142857144,28.76,78.65714285714286,0.5739285714285715,242.57500000000002,0,0,2609.0,0.0001629632020139,0.8712346719934091,53.46204917592947,2608.9248046875,184.3950837787829,141.79,26.47774193548387,25.024193548387096,40.21,26.373548387096776,24.87548387096774,273.73,26.855,25.18933333333333,83.68999999999996,5.0,0
PH104305004,2010-03-01,Region X,Misamis Oriental,PH104305000,Cagayan de Oro City,Balubal,15.945,45.65,25.84225806451613,22.38290322580645,29.495806451612903,27.528709677419354,28.9,78.79935483870969,0.48612903225806453,251.22193548387096,0,0,2609.0,0.0001629632020139,0.8712346719934091,53.46204917592947,2608.9248046875,184.3950837787829,69.07,26.855357142857144,25.380357142857143,141.79,26.47774193548387,25.024193548387096,40.21,26.373548387096776,24.87548387096774,85.50333333333329,5.0,0
PH104305004,2010-04-01,Region X,Misamis Oriental,PH104305000,Cagayan de Oro City,Balubal,15.945,60.87,26.282,22.829333333333334,29.944000000000003,28.563,30.23,81.26933333333334,0.27366666666666667,259.54566666666665,0,0,2609.0,0.0001629632020139,0.8712346719934091,53.46204917592947,2608.9248046875,184.3950837787829,45.65,27.528709677419354,25.84225806451613,69.07,26.855357142857144,25.380357142857143,141.79,26.47774193548387,25.024193548387096,58.52999999999995,5.0,0
PH104305004,2010-05-01,Region X,Misamis Oriental,PH104305000,Cagayan de Oro City,Balubal,15.945,157.24,26.609354838709677,23.5258064516129,30.03483870967742,29.239677419354837,31.2,82.22935483870968,0.3090322580645161,241.31935483870967,0,0,2609.0,0.0001629632020139,0.8712346719934091,53.46204917592947,2608.9248046875,184.3950837787829,60.87,28.563,26.282,45.65,27.528709677419354,25.84225806451613,69.07,26.855357142857144,25.380357142857143,87.91999999999996,5.0,0
PH104305004,2010-06-01,Region X,Misamis Oriental,PH104305000,Cagayan de Oro City,Balubal,15.945,379.83000000000004,26.074666666666666,23.194000000000003,29.286,28.473333333333336,30.1,85.07566666666666,0.29733333333333334,224.17766666666665,0,0,2609.0,0.0001629632020139,0.8712346719934091,53.46204917592947,2608.9248046875,184.3950837787829,157.24,29.239677419354837,26.609354838709677,60.87,28.563,26.282,45.65,27.528709677419354,25.84225806451613,199.3133333333333,5.0,0
PH104305004,2010-07-01,Region X,Misamis Oriental,PH104305000,Cagayan de Oro City,Balubal,15.945,411.83,25.603225806451615,22.84935483870968,28.699677419354842,27.663870967741936,29.71,85.87838709677419,0.2812903225806452,208.19225806451612,0,0,2609.0,0.0001629632020139,0.8712346719934091,53.46204917592947,2608.9248046875,184.3950837787829,379.83000000000004,28.473333333333336,26.074666666666666,157.24,29.239677419354837,26.609354838709677,60.87,28.563,26.282,316.29999999999995,5.0,0
PH104305004,2010-08-01,Region X,Misamis Oriental,PH104305000,Cagayan de Oro City,Balubal,15.945,368.84,25.648387096774194,22.712903225806453,28.938064516129035,27.48225806451613,29.29,82.61354838709677,0.3361290322580645,215.3290322580645,0,0,2609.0,0.0001629632020139,0.8712346719934091,53.46204917592947,2608.9248046875,184.3950837787829,411.83,27.663870967741936,25.603225806451615,379.83000000000004,28.473333333333336,26.074666666666666,157.24,29.239677419354837,26.609354838709677,386.8333333333333,5.0,0
PH104305004,2010-09-01,Region X,Misamis Oriental,PH104305000,Cagayan de Oro City,Balubal,15.945,268.64,25.63266666666667,22.530666666666665,29.062333333333335,27.62933333333333,28.81,84.42433333333334,0.2753333333333333,235.12566666666666,0,0,2609.0,0.0001629632020139,0.8712346719934091,53.46204917592947,2608.9248046875,184.3950837787829,368.84,27.48225806451613,25.648387096774194,411.83,27.663870967741936,25.603225806451615,379.83000000000004,28.473333333333336,26.074666666666666,349.77,5.0,0
PH104305004,2010-10-01,Region X,Misamis Oriental,PH104305000,Cagayan de Oro City,Balubal,15.945,261.06,25.399354838709677,22.54741935483871,28.83483870967742,27.15225806451613,29.12,83.40741935483871,0.37290322580645163,209.78064516129032,0,0,2609.0,0.0001629632020139,0.8712346719934091,53.46204917592947,2608.9248046875,184.3950837787829,268.64,27.62933333333333,25.63266666666667,368.84,27.48225806451613,25.648387096774194,411.83,27.663870967741936,25.603225806451615,299.5133333333333,5.0,0
PH104305004,2010-11-01,Region X,Misamis Oriental,PH104305000,Cagayan de Oro City,Balubal,15.945,133.85,25.3,22.270333333333333,28.735333333333333,27.150666666666666,28.29,85.89733333333334,0.26833333333333337,203.09799999999998,0,0,2609.0,0.0001629632020139,0.8712346719934091,53.46204917592947,2608.9248046875,184.3950837787829,261.06,27.15225806451613,25.399354838709677,268.64,27.62933333333333,25.63266666666667,368.84,27.48225806451613,25.648387096774194,221.18333333333328,5.0,0
PH104305004,2010-12-01,Region X,Misamis Oriental,PH104305000,Cagayan de Oro City,Balubal,15.945,219.5,25.31032258064516,22.48677419354839,28.63225806451613,27.093548387096774,28.35,85.33645161290322,0.3167741935483871,187.76225806451615,0,0,2609.0,0.0001629632020139,0.8712346719934091,53.46204917592947,2608.9248046875,184.3950837787829,133.85,27.150666666666666,25.3,261.06,27.15225806451613,25.399354838709677,268.64,27.62933333333333,25.63266666666667,204.80333333333328,5.0,0
